acronym,structure_id,name,expression_energy,expression_density,sum_expressing_pixel_intensity,sum_expressing_pixels,sum_pixels,receptor
VISpl,425,Posterolateral visual area,0.0585917,0.000360564,67613.5,416.082,1153980.0,5-HT5a
PVH,38,Paraventricular hypothalamic nucleus,0.0175055,0.000135279,16528.1,127.726,944163.0,5-HT5a
VISpm1,805,"posteromedial visual area, layer 1",0.135659,0.000937448,75901.5,524.506,559504.0,5-HT5a
IA,1105,Intercalated amygdalar nucleus,0.0771214,0.000464361,32362.3,194.859,419628.0,5-HT5a
IMD,59,Intermediodorsal nucleus of the thalamus,0.000941207,6.39763e-06,822.826,5.59297,874225.0,5-HT5a
CLI,591,Central linear nucleus raphe,0.00129036,9.78434e-06,586.595,4.44793,454597.0,5-HT5a
DP1,496,"Dorsal peduncular area, layer 1",0.314018,0.00165016,131771.0,692.451,419628.0,5-HT5a
DR,872,Dorsal nucleus raphe,0.00498392,3.47513e-05,3137.09,21.8739,629442.0,5-HT5a
BAC,287,Bed nucleus of the anterior commissure,0.0467034,0.000364054,3266.34,25.4612,69938.0,5-HT5a
NI,604,Nucleus incertus,0.0112526,8.61137e-05,4721.9,36.1357,419628.0,5-HT5a
AHN,88,Anterior hypothalamic nucleus,0.0605704,0.000414002,99550.1,680.43,1643540.0,5-HT5a
ILA5,827,"Infralimbic area, layer 5",0.091731,0.000516062,93024.5,523.339,1014100.0,5-HT5a
TU,614,Tuberal nucleus,0.149223,0.00089857,151327.0,911.241,1014100.0,5-HT5a
PVHpml,652,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone",0.0300019,0.000243893,2098.27,17.0574,69938.0,5-HT5a
ACAv6a,810,"Anterior cingulate area, ventral part, 6a",0.0445509,0.00035192,31158.0,246.126,699380.0,5-HT5a
SUBv-sr,861,"Subiculum, ventral part, stratum radiatum",0.026389,0.000187217,24915.5,176.763,944163.0,5-HT5a
RSPv6a,590,"Retrosplenial area, ventral part, layer 6a",0.036777,0.000227094,65588.9,405.003,1783420.0,5-HT5a
SOCm,105,"Superior olivary complex, medial part",0.00906372,7.62962e-05,1584.75,13.34,174845.0,5-HT5a
STRd,485,Striatum dorsal region,0.0919687,0.000671854,4798350.0,35053.2,52173700.0,5-HT5a
CSl,137,"Superior central nucleus raphe, lateral part",0.00973946,7.1458e-05,7152.16,52.4751,734349.0,5-HT5a
SSs5,1090,"Supplemental somatosensory area, layer 5",0.0445573,0.000318912,35836.8,256.497,804287.0,5-HT5a
GU6a,638,"Gustatory areas, layer 6a",0.288566,0.002182,262362.0,1983.87,909194.0,5-HT5a
SH,333,Septohippocampal nucleus,0.152826,0.000904399,32065.1,189.756,209814.0,5-HT5a
MOs1,656,"Secondary motor area, layer 1",0.309422,0.00231701,1623030.0,12153.5,5245350.0,5-HT5a
root,997,root,0.20174,0.0013897,212021000.0,1460530.0,1050960000.0,5-HT5a
LGd,170,Dorsal part of the lateral geniculate complex,0.0445936,0.000334814,79529.1,597.114,1783420.0,5-HT5a
ANcr1,1056,Crus 1,0.445452,0.00295646,4626370.0,30705.1,10385800.0,5-HT5a
LS,242,Lateral septal nucleus,0.0329438,0.000224875,256899.0,1753.59,7798090.0,5-HT5a
RSPv6b,622,"Retrosplenial area, ventral part, layer 6b",0.00893912,6.66777e-05,2500.74,18.6532,279752.0,5-HT5a
OT2,465,"Olfactory tubercle, pyramidal layer",0.7631,0.00515591,2134780.0,14423.7,2797510.0,5-HT5a
AAA,23,Anterior amygdalar area,0.350129,0.00260478,453015.0,3370.2,1293850.0,5-HT5a
AOBgl,188,"Accessory olfactory bulb, glomerular layer",1.21367,0.00925323,254644.0,1941.46,209814.0,5-HT5a
PVpo,133,"Periventricular hypothalamic nucleus, preoptic part",0.0100634,7.37564e-05,5630.5,41.267,559504.0,5-HT5a
SSp-tr2/3,670,"Primary somatosensory area, trunk, layer 2/3",0.122035,0.000744568,328592.0,2004.83,2692610.0,5-HT5a
VISl4,573,"Lateral visual area, layer 4",0.000905246,6.50808e-06,158.278,1.13791,174845.0,5-HT5a
SSp-n,353,"Primary somatosensory area, nose",0.129208,0.000868553,248505.0,1670.48,1923300.0,5-HT5a
DCN,720,Dorsal column nuclei,0.0784095,0.000576396,54838.0,403.12,699380.0,5-HT5a
RSPd6b,330,"Retrosplenial area, dorsal part, layer 6b",0.00995025,7.06534e-05,1739.75,12.3534,174845.0,5-HT5a
OV,763,Vascular organ of the lamina terminalis,0.153998,0.00126584,21540.6,177.061,139876.0,5-HT5a
AUDd5,252,"Dorsal auditory area, layer 5",0.028169,0.000182901,2955.13,19.1876,104907.0,5-HT5a
x,765,Nucleus x,0.0465541,0.000366111,4883.85,38.4076,104907.0,5-HT5a
TEa4,234,"Temporal association areas, layer 4",0.00486454,3.01018e-05,340.216,2.10526,69938.0,5-HT5a
MOB,507,Main olfactory bulb,0.544185,0.00401641,24921000.0,183932.0,45795200.0,5-HT5a
DMX,839,Dorsal motor nucleus of the vagus nerve,0.0544651,0.000389954,24759.7,177.272,454597.0,5-HT5a
AUD,247,Auditory areas,0.0094182,6.48122e-05,8562.97,58.9269,909194.0,5-HT5a
ILA6b,1081,"Infralimbic area, layer 6b",0.040142,0.000240473,9826.09,58.8637,244783.0,5-HT5a
PTLp,22,Posterior parietal association areas,0.0163683,0.000117618,92126.5,661.992,5628330.0,5-HT5a
BSTtr,594,"Bed nuclei of the stria terminalis, posterior division, transverse nucleus",9.59732e-05,7.3908e-07,6.71217,0.0516898,69938.0,5-HT5a
FLmo,10692,"Flocculus, molecular layer",0.389475,0.00249953,531163.0,3408.84,1363790.0,5-HT5a
SUBd,509,"Subiculum, dorsal part",0.0498267,0.000356219,160300.0,1146.01,3217150.0,5-HT5a
BLAp,311,"Basolateral amygdalar nucleus, posterior part",0.0249921,0.000180635,22722.7,164.232,909194.0,5-HT5a
VISpl1,750,"Posterolateral visual area, layer 1",0.000819767,5.52279e-06,57.3329,0.386253,69938.0,5-HT5a
SSp-un5,182305705,"Primary somatosensory area, unassigned, layer 5",0.352387,0.00269728,628454.0,4810.37,1783420.0,5-HT5a
SSp-n6a,889,"Primary somatosensory area, nose, layer 6a",0.0264059,0.000193238,13850.8,101.36,524535.0,5-HT5a
LINGgr,10705,"Lingula (I), granular layer",0.132465,0.00089011,27793.0,186.758,209814.0,5-HT5a
LT,66,Lateral terminal nucleus of the accessory optic tract,0.00383261,2.40893e-05,134.023,0.842378,34969.0,5-HT5a
NOD,968,Nodulus (X),0.215016,0.00150936,909787.0,6386.49,4231250.0,5-HT5a
LM,210,Lateral mammillary nucleus,0.013554,9.85079e-05,1895.88,13.7789,139876.0,5-HT5a
PARN,852,Parvicellular reticular nucleus,0.0243338,0.000179493,85944.0,633.945,3531870.0,5-HT5a
ILA2/3,556,"Infralimbic area, layer 2/3",0.583862,0.00313354,632930.0,3396.88,1084040.0,5-HT5a
CB,512,Cerebellum,0.470362,0.00305807,63423400.0,412348.0,134840000.0,5-HT5a
ANcr2,1064,Crus 2,0.610784,0.00405794,6193460.0,41148.2,10140200.0,5-HT5a
SUT,534,Supratrigeminal nucleus,0.0259374,0.000198831,10884.1,83.4352,419628.0,5-HT5a
OT1,458,"Olfactory tubercle, molecular layer",0.5483,0.00358474,2051540.0,13412.8,3741640.0,5-HT5a
VISal2/3,905,"Anterolateral visual area, layer 2/3",0.0178933,0.00010697,11262.8,67.3314,629442.0,5-HT5a
DMHv,684,"Dorsomedial nucleus of the hypothalamus, ventral part",0.0156648,0.000112668,4382.26,31.519,279752.0,5-HT5a
AHNa,700,"Anterior hypothalamic nucleus, anterior part",0.0646263,0.000409977,27119.0,172.038,419628.0,5-HT5a
SPVI,437,"Spinal nucleus of the trigeminal, interpolar part",0.278625,0.00209684,1363190.0,10258.9,4892560.0,5-HT5a
ENTl,918,"Entorhinal area, lateral part",0.0288022,0.000213682,45323.3,336.25,1573600.0,5-HT5a
AMd,1096,"Anteromedial nucleus, dorsal part",0.016538,0.000125821,12723.0,96.7963,769318.0,5-HT5a
VISpl5,902,"Posterolateral visual area, layer 5",0.105998,0.00063784,48186.2,289.96,454597.0,5-HT5a
CH,567,Cerebrum,0.226432,0.0016064,116511000.0,826572.0,514550000.0,5-HT5a
MMme,732,"Medial mammillary nucleus, median part",0.0125205,8.93753e-05,1313.48,9.37609,104907.0,5-HT5a
TRN,574,Tegmental reticular nucleus,0.14265,0.00112006,339206.0,2663.39,2377890.0,5-HT5a
SSp-m,345,"Primary somatosensory area, mouth",0.137038,0.00101906,963212.0,7162.73,7028770.0,5-HT5a
VISpl6a,377,"Posterolateral visual area, layer 6a",0.0372653,0.000222133,3909.39,23.3033,104907.0,5-HT5a
VS,73,ventricular systems,0.00283102,2.09718e-05,98.9979,0.733364,34969.0,5-HT5a
STN,470,Subthalamic nucleus,0.00102207,7.78987e-06,357.407,2.72404,349690.0,5-HT5a
RE,181,Nucleus of reuniens,0.0194113,0.000156999,44800.4,362.347,2307950.0,5-HT5a
CENT,920,Central lobule,0.1232,0.000835745,1581110.0,10725.6,12833600.0,5-HT5a
MOp6b,882,"Primary motor area, Layer 6b",0.0392457,0.000270185,31564.8,217.306,804287.0,5-HT5a
PVT,149,Paraventricular nucleus of the thalamus,0.00354665,2.2144e-05,9425.73,58.8509,2657640.0,5-HT5a
"CUL4, 5mo",10722,"Lobules IV-V, molecular layer",0.232436,0.00158824,2535960.0,17328.2,10910300.0,5-HT5a
CNU,623,Cerebral nuclei,0.142028,0.00100698,15982400.0,113316.0,112530000.0,5-HT5a
PBld,868,"Parabrachial nucleus, lateral division, dorsal lateral part",0.0227526,0.00016006,3978.18,27.9857,174845.0,5-HT5a
SPVOrdm,45,"Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part",0.043346,0.000343448,12126.1,96.0803,279752.0,5-HT5a
LRN,235,Lateral reticular nucleus,0.116132,0.000865085,169474.0,1262.44,1459330.0,5-HT5a
SSp-ul1,450,"Primary somatosensory area, upper limb, layer 1",0.061406,0.000467157,90186.9,686.113,1468700.0,5-HT5a
AUDv,1018,Ventral auditory area,0.000297092,2.18838e-06,10.389,0.0765255,34969.0,5-HT5a
TM,557,Tuberomammillary nucleus,0.0130648,9.68378e-05,2741.17,20.3179,209814.0,5-HT5a
POST2,10697,"Postsubiculum, layer 2",0.657863,0.00419494,552116.0,3520.63,839256.0,5-HT5a
RR,246,"Midbrain reticular nucleus, retrorubral area",0.0424995,0.000316077,47557.3,353.693,1119010.0,5-HT5a
TTv2,1075,"Taenia tecta, ventral part, layer 2",0.73322,0.00541981,307680.0,2274.3,419628.0,5-HT5a
COAa1,192,"Cortical amygdalar area, anterior part, layer 1",0.227909,0.00157792,150361.0,1041.01,659740.0,5-HT5a
NLLh,90,"Nucleus of the lateral lemniscus, horizontal part",0.0913897,0.000696657,12783.2,97.4455,139876.0,5-HT5a
MOs,993,Secondary motor area,0.178896,0.0013479,4197660.0,31627.3,23464200.0,5-HT5a
MDc,617,"Mediodorsal nucleus of the thalamus, central part",0.0487593,0.000345436,18755.7,132.875,384659.0,5-HT5a
COApl3,232,"Cortical amygdalar area, posterior part, lateral zone, layer 3",0.0904184,0.000650214,78898.8,567.374,872597.0,5-HT5a
SG,318,Supragenual nucleus,0.00433386,3.24771e-05,606.203,4.54276,139876.0,5-HT5a
PIR3,291,"Piriform area, polymorph layer",0.392698,0.0028335,2677570.0,19319.9,6818390.0,5-HT5a
RSPd,879,"Retrosplenial area, dorsal part",0.091789,0.000662098,658003.0,4746.34,7168640.0,5-HT5a
PTLp4,635,"Posterior parietal association areas, layer 4",0.00768445,5.86759e-05,3762.05,28.7257,489566.0,5-HT5a
SSp-n6b,929,"Primary somatosensory area, nose, layer 6b",0.0115704,8.66106e-05,404.605,3.02869,34969.0,5-HT5a
SSp-bfd6b,1062,"Primary somatosensory area, barrel field, layer 6b",0.0380737,0.000277796,43936.2,320.57,1153980.0,5-HT5a
SI,342,Substantia innominata,0.293012,0.00212715,1946800.0,14133.0,6644110.0,5-HT5a
MM,491,Medial mammillary nucleus,0.0254909,0.000180722,40112.6,284.385,1573600.0,5-HT5a
VPMpc,741,"Ventral posteromedial nucleus of the thalamus, parvicellular part",0.0205234,0.000161383,5741.47,45.1471,279752.0,5-HT5a
AMB,135,Nucleus ambiguus,0.00998994,7.47617e-05,3144.03,23.529,314720.0,5-HT5a
Isocortex,315,Isocortex,0.194155,0.00136914,42725300.0,301290.0,220058000.0,5-HT5a
MPN,515,Medial preoptic nucleus,0.0593951,0.000445143,29077.8,217.927,489566.0,5-HT5a
P,771,Pons,0.0749346,0.000563754,4433650.0,33355.6,59167000.0,5-HT5a
VPL,718,Ventral posterolateral nucleus of the thalamus,0.0163861,0.000102208,33807.4,210.872,2063170.0,5-HT5a
ORBm5,620,"Orbital area, medial part, layer 5",0.0707064,0.000496565,29670.4,208.373,419628.0,5-HT5a
PL2/3,304,"Prelimbic area, layer 2/3",0.022348,0.000137353,18755.7,115.275,839256.0,5-HT5a
GENd,1008,"Geniculate group, dorsal thalamus",0.0408741,0.00029846,158655.0,1158.49,3881560.0,5-HT5a
PTLp1,532,"Posterior parietal association areas, layer 1",0.0116318,8.11055e-05,7708.78,53.7513,662733.0,5-HT5a
ORBm2,524,"Orbital area, medial part, layer 2",0.488956,0.00294499,51294.9,308.95,104907.0,5-HT5a
SSp-ul5,625,"Primary somatosensory area, upper limb, layer 5",0.142575,0.00110211,483612.0,3738.36,3391990.0,5-HT5a
NTB,642,Nucleus of the trapezoid body,0.0123178,9.50646e-05,8184.1,63.1619,664411.0,5-HT5a
SSp-ll6b,510,"Primary somatosensory area, lower limb, layer 6b",0.0679391,0.000463895,30884.9,210.885,454597.0,5-HT5a
PYR,951,Pyramus (VIII),0.74169,0.00489401,2048960.0,13520.0,2762550.0,5-HT5a
NTSl,682,"Nucleus of the solitary tract, lateral part",0.0406777,0.000311665,19914.4,152.581,489566.0,5-HT5a
MPT,531,Medial pretectal area,0.180143,0.00134227,62994.2,469.378,349690.0,5-HT5a
MG,475,Medial geniculate complex,0.0377126,0.000267559,79126.2,561.376,2098140.0,5-HT5a
PVR,141,Periventricular region,0.0472678,0.00035635,358681.0,2704.08,7588270.0,5-HT5a
PPN,1052,Pedunculopontine nucleus,0.00832836,6.37596e-05,6989.63,53.5106,839256.0,5-HT5a
LINGmo,10707,"Lingula (I), molecular layer",0.063694,0.000437264,8909.27,61.1627,139876.0,5-HT5a
RL,197,Rostral linear nucleus raphe,0.000510835,4.25574e-06,53.5901,0.446457,104907.0,5-HT5a
PVZ,157,Periventricular zone,0.0227486,0.000172525,56480.2,428.345,2482800.0,5-HT5a
AHNc,708,"Anterior hypothalamic nucleus, central part",0.0569057,0.000385894,53728.3,364.347,944163.0,5-HT5a
PAS,859,Parasolitary nucleus,0.0777104,0.000598475,10869.8,83.7122,139876.0,5-HT5a
SGN,325,Suprageniculate nucleus,0.0310121,0.000212123,6506.77,44.5063,209814.0,5-HT5a
VISam6b,441,"Anteromedial visual area, layer 6b",0.0252688,0.000152591,11487.1,69.3675,454597.0,5-HT5a
TEa6a,729,"Temporal association areas, layer 6a",0.0218204,0.000123917,4578.22,25.9995,209814.0,5-HT5a
AONm,191,"Anterior olfactory nucleus, medial part",0.334783,0.00239401,561937.0,4018.37,1678510.0,5-HT5a
GPe,1022,"Globus pallidus, external segment",0.0350996,0.000233157,159562.0,1059.92,4545970.0,5-HT5a
TEa1,97,"Temporal association areas, layer 1",0.00060759,3.64938e-06,21.2468,0.127615,34969.0,5-HT5a
VISal,402,Anterolateral visual area,0.0508866,0.000317374,177946.0,1109.83,3496900.0,5-HT5a
AIp1,120,"Agranular insular area, posterior part, layer 1",0.213544,0.00162682,7467.42,56.8883,34969.0,5-HT5a
TTv3,1082,"Taenia tecta, ventral part, layer 3",0.740741,0.00537404,129515.0,939.624,174845.0,5-HT5a
CS,679,Superior central nucleus raphe,0.027142,0.000197931,45558.1,332.23,1678510.0,5-HT5a
PVHmpd,87,"Paraventricular hypothalamic nucleus, parvicellular division, medial parvicellular part, dorsal zone",0.0316486,0.000239822,9960.49,75.4769,314721.0,5-HT5a
POST1,10696,"Postsubiculum, layer 1",0.496164,0.00344977,364358.0,2533.34,734349.0,5-HT5a
RSPagl6a,906,"Retrosplenial area, lateral agranular part, layer 6a",0.0917529,0.000604232,35293.6,232.423,384659.0,5-HT5a
MEApd,426,"Medial amygdalar nucleus, posterodorsal part",0.0538876,0.000320438,39572.3,235.313,734349.0,5-HT5a
FLgr,10690,"Flocculus, granular layer",0.415255,0.0027182,711531.0,4657.58,1713480.0,5-HT5a
COA,631,Cortical amygdalar area,0.0967236,0.000696178,588185.0,4233.52,6081090.0,5-HT5a
MY-mot,370,"Medulla, motor related",0.0412954,0.000293898,1777070.0,12647.3,43033000.0,5-HT5a
MO,500,Somatomotor areas,0.300844,0.00227789,14486300.0,109685.0,48152300.0,5-HT5a
SCig-c,511,"Superior colliculus, motor related, intermediate gray layer, sublayer c",0.0196557,0.000145548,15808.9,117.063,804287.0,5-HT5a
MBsta,348,"Midbrain, behavioral state related",0.0108938,8.19643e-05,50284.8,378.34,4615910.0,5-HT5a
SPVC,429,"Spinal nucleus of the trigeminal, caudal part",0.551923,0.00413447,1601320.0,11995.5,2901340.0,5-HT5a
ANcr2gr,10678,"Crus 2, granular layer",0.716615,0.00476892,3558410.0,23680.4,4965580.0,5-HT5a
MB,313,Midbrain,0.0587646,0.000405458,5690130.0,39260.2,96829200.0,5-HT5a
LSX,275,Lateral septal complex,0.0319294,0.000215194,300349.0,2024.26,9406660.0,5-HT5a
isl,481,Islands of Calleja,0.286928,0.0020662,100336.0,722.531,349690.0,5-HT5a
CU,711,Cuneate nucleus,0.0424556,0.000284378,20784.8,139.222,489566.0,5-HT5a
VISl1,421,"Lateral visual area, layer 1",1.72328e-06,1.218e-08,0.0602614,0.000425924,34969.0,5-HT5a
BSTa,359,"Bed nuclei of the stria terminalis, anterior division",0.0276565,0.000198388,53191.6,381.559,1923300.0,5-HT5a
ILM,51,Intralaminar nuclei of the dorsal thalamus,0.0138101,0.000105129,50707.1,386.005,3671740.0,5-HT5a
SFO,338,Subfornical organ,0.00217322,1.57836e-05,151.991,1.10387,69938.0,5-HT5a
CTXpl,695,Cortical plate,0.251868,0.00178621,97355500.0,690433.0,386534000.0,5-HT5a
FN,989,Fastigial nucleus,0.241001,0.00159474,235972.0,1561.46,979132.0,5-HT5a
IP,91,Interposed nucleus,0.307438,0.00207995,430033.0,2909.36,1398760.0,5-HT5a
SSp-tr5,1111,"Primary somatosensory area, trunk, layer 5",0.184671,0.00102922,581200.0,3239.16,3147210.0,5-HT5a
PRE3,10701,"Presubiculum, layer 3",0.124036,0.000846023,104098.0,710.03,839256.0,5-HT5a
PF,930,Parafascicular nucleus,0.0186648,0.000140196,20886.1,156.88,1119010.0,5-HT5a
ECT2/3,427,Ectorhinal area/Layer 2/3,0.0387485,0.000239563,6774.98,41.8864,174845.0,5-HT5a
PRMmo,10683,"Paramedian lobule, molecular layer",0.799631,0.00508561,5005190.0,31832.7,6259370.0,5-HT5a
GU2/3,180,"Gustatory areas, layer 2/3",0.0511283,0.000387409,35758.1,270.946,699380.0,5-HT5a
LAV,209,Lateral vestibular nucleus,0.117607,0.000645119,115152.0,631.656,979132.0,5-HT5a
PIR2,284,"Piriform area, pyramidal layer",0.722861,0.00515412,4169380.0,29728.4,5767880.0,5-HT5a
CUL,928,Culmen,0.231096,0.00156172,4412340.0,29818.0,19093100.0,5-HT5a
AON1,160,"Anterior olfactory nucleus, layer 1",0.742231,0.004646,2180230.0,13647.1,2937400.0,5-HT5a
ANcr1mo,10677,"Crus 1, molecular layer",0.362511,0.00242007,2104330.0,14048.1,5804850.0,5-HT5a
CA3slm,471,"Field CA3, stratum lacunosum-moleculare",0.0278352,0.000197599,5840.2,41.4591,209814.0,5-HT5a
ACAd1,935,"Anterior cingulate area, dorsal part, layer 1",0.0973377,0.000710309,285920.0,2086.46,2937400.0,5-HT5a
AHNp,724,"Anterior hypothalamic nucleus, posterior part",0.0668551,0.000514904,18702.8,144.045,279752.0,5-HT5a
RSPv2,606,"Retrosplenial area, ventral part, layer 2",0.110467,0.000824532,177694.0,1326.32,1608570.0,5-HT5a
ORBm,731,"Orbital area, medial part",0.193088,0.00115386,519912.0,3106.89,2692610.0,5-HT5a
LSv,266,"Lateral septal nucleus, ventral part",0.0213054,0.000160472,4470.18,33.6694,209814.0,5-HT5a
PVHp,94,"Paraventricular hypothalamic nucleus, parvicellular division",0.0165058,0.00012659,14429.8,110.668,874225.0,5-HT5a
PD,914,Posterodorsal preoptic nucleus,0.0490843,0.000350557,1716.43,12.2586,34969.0,5-HT5a
RSPv1,542,"Retrosplenial area, ventral part, layer 1",0.15112,0.00111569,443900.0,3277.24,2937400.0,5-HT5a
SPA,609,Subparafascicular area,0.000159283,1.15767e-06,27.8499,0.202412,174845.0,5-HT5a
III,35,Oculomotor nucleus,0.0311304,0.000211412,8708.81,59.143,279752.0,5-HT5a
VISC6b,849,"Visceral area, layer 6b",0.0166693,0.000112712,2331.64,15.7657,139876.0,5-HT5a
RSPd5,610,"Retrosplenial area, dorsal part, layer 5",0.0722695,0.000529093,161740.0,1184.12,2238020.0,5-HT5a
ENTm,926,"Entorhinal area, medial part, dorsal zone",0.0402171,0.000306886,216578.0,1652.65,5385230.0,5-HT5a
TTd,597,"Taenia tecta, dorsal part",0.389126,0.00227985,1347130.0,7892.69,3461930.0,5-HT5a
SCs,302,"Superior colliculus, sensory related",0.264022,0.00181157,1855750.0,12733.1,7028770.0,5-HT5a
PALc,809,"Pallidum, caudal region",0.0214114,0.000155467,68134.8,494.722,3182180.0,5-HT5a
TTv1,1067,"Taenia tecta, ventral part, layer 1",0.38138,0.00285113,120028.0,897.311,314721.0,5-HT5a
ACA,31,Anterior cingulate area,0.0937057,0.000641343,1386080.0,9486.68,14791900.0,5-HT5a
GRN,1048,Gigantocellular reticular nucleus,0.0134646,0.000103175,109707.0,840.65,8147780.0,5-HT5a
VISpm4,501,"posteromedial visual area, layer 4",0.153906,0.000984494,37673.7,240.988,244783.0,5-HT5a
SUBd-m,829,"Subiculum, dorsal part, molecular layer",0.0420901,0.000309636,19134.0,140.76,454597.0,5-HT5a
RPO,238,Nucleus raphe pontis,0.0215761,0.000126079,4526.96,26.4531,209814.0,5-HT5a
COPYmo,10686,"Copula pyramidis, molecular layer",1.28249,0.007835,3632640.0,22192.5,2832490.0,5-HT5a
MOp,985,Primary motor area,0.416746,0.00316177,10288700.0,78058.1,24688100.0,5-HT5a
VISl,409,Lateral visual area,0.00431726,2.67929e-05,5736.87,35.603,1328820.0,5-HT5a
RSPagl5,774,"Retrosplenial area, lateral agranular part, layer 5",0.112446,0.000693676,62914.2,388.114,559504.0,5-HT5a
SSp-ll6a,478,"Primary somatosensory area, lower limb, layer 6a",0.0450347,0.000310871,72441.7,500.059,1608570.0,5-HT5a
RSPv2/3,430,"Retrosplenial area, ventral part, layer 2/3",0.100499,0.000736287,221403.0,1622.07,2203050.0,5-HT5a
PIR1,276,"Piriform area, molecular layer",0.764405,0.00540185,5817050.0,41107.7,7609920.0,5-HT5a
RHP,822,Retrohippocampal region,0.0978259,0.000675087,2415140.0,16666.6,24688100.0,5-HT5a
SUBd-sp,845,"Subiculum, dorsal part, pyramidal layer",0.0390617,0.000270424,80590.9,557.93,2063170.0,5-HT5a
DG,726,Dentate gyrus,0.10632,0.000762204,1542940.0,11061.2,14512100.0,5-HT5a
PGRNl,978,"Paragigantocellular reticular nucleus, lateral part",0.0134728,0.000105451,26846.6,210.127,1992660.0,5-HT5a
HPF,1089,Hippocampal formation,0.0762507,0.000536092,5335490.0,37511.9,69973000.0,5-HT5a
SSp-tr,361,"Primary somatosensory area, trunk",0.126895,0.00076616,1424390.0,8600.09,11224900.0,5-HT5a
VISl6b,121,"Lateral visual area, layer 6b",0.013612,8.09677e-05,2379.99,14.1568,174845.0,5-HT5a
RSPv,886,"Retrosplenial area, ventral part",0.0950347,0.000690757,1196380.0,8695.83,12588800.0,5-HT5a
VISp6a,33,"Primary visual area, layer 6a",0.181207,0.00116372,430891.0,2767.21,2377890.0,5-HT5a
MOBgl,212,"Main olfactory bulb, glomerular layer",0.581616,0.00419213,6342220.0,45713.0,10904500.0,5-HT5a
PAL,803,Pallidum,0.112613,0.000812542,2433660.0,17559.7,21610800.0,5-HT5a
ENTl3,52,"Entorhinal area, lateral part, layer 3",0.0127413,9.58039e-05,1336.65,10.0505,104907.0,5-HT5a
BSTif,585,"Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus",0.00546707,3.87746e-05,2676.49,18.9827,489566.0,5-HT5a
MOs5,767,"Secondary motor area, layer 5",0.0457542,0.000347944,315196.0,2396.95,6888890.0,5-HT5a
POST,1037,Postsubiculum,0.538117,0.00357132,1166680.0,7742.9,2168080.0,5-HT5a
SSp-m6a,1102,"Primary somatosensory area, mouth, layer 6a",0.211561,0.00162204,229340.0,1758.35,1084040.0,5-HT5a
VISpl4,869,"Posterolateral visual area, layer 4",0.0560085,0.000358395,5875.69,37.5982,104907.0,5-HT5a
SSp-bfd2/3,201,"Primary somatosensory area, barrel field, layer 2/3",0.0645694,0.000306192,203214.0,963.65,3147210.0,5-HT5a
ENTmv3,371,"Entorhinal area, medial part, ventral zone, layer 3",0.098407,0.000716637,17206.0,125.3,174845.0,5-HT5a
EPv,966,"Endopiriform nucleus, ventral part",0.0577336,0.000424251,54509.9,400.562,944163.0,5-HT5a
PALm,826,"Pallidum, medial region",0.0391436,0.000285209,223116.0,1625.68,5699950.0,5-HT5a
PRM,1025,Paramedian lobule,0.730504,0.00464709,7663440.0,48750.8,10490600.0,5-HT5a
COApm2,248,"Cortical amygdalar area, posterior part, medial zone, layer 2",0.0716367,0.00050546,52601.3,371.148,734279.0,5-HT5a
SSp-ll1,1030,"Primary somatosensory area, lower limb, layer 1",0.0758599,0.000587011,61012.0,472.117,804272.0,5-HT5a
AOB,151,Accessory olfactory bulb,0.757483,0.00575848,1218470.0,9262.94,1608570.0,5-HT5a
B,280,Barrington's nucleus,0.00118001,8.59894e-06,123.792,0.902089,104907.0,5-HT5a
SSp-ul,369,"Primary somatosensory area, upper limb",0.103133,0.00078915,1330780.0,10182.8,12903600.0,5-HT5a
TTd3,1050,"Taenia tecta, dorsal part, layer 3",0.276402,0.00187558,193310.0,1311.74,699380.0,5-HT5a
PTLp5,683,"Posterior parietal association areas, layer 5",0.0179535,0.000139595,27623.9,214.787,1538640.0,5-HT5a
grey,8,Basic cell groups and regions,0.201747,0.00138975,212021000.0,1460530.0,1050930000.0,5-HT5a
NLLd,82,"Nucleus of the lateral lemniscus, dorsal part",0.0828884,0.000633024,55072.0,420.588,664411.0,5-HT5a
VISC4,1010,"Visceral area, layer 4",0.00674276,5.1188e-05,235.788,1.78999,34969.0,5-HT5a
MEZ,467,Hypothalamic medial zone,0.0287563,0.000204916,259440.0,1848.75,9022000.0,5-HT5a
NODmo,10737,"Nodulus (X), molecular layer",0.154947,0.00110727,363028.0,2594.24,2342920.0,5-HT5a
CBN,519,Cerebellar nuclei,0.271325,0.00180875,872893.0,5819.0,3217150.0,5-HT5a
CEA,536,Central amygdalar nucleus,0.0337436,0.000197635,110918.0,649.642,3287090.0,5-HT5a
PCG,898,Pontine central gray,0.013461,9.84379e-05,33421.0,244.402,2482800.0,5-HT5a
SIMgr,10672,"Simple lobule, granular layer",0.511806,0.00326448,2451940.0,15639.3,4790750.0,5-HT5a
PAA1,408,"Piriform-amygdalar area, molecular layer",0.254604,0.00195016,163839.0,1254.94,643504.0,5-HT5a
DECgr,10723,"Declive (VI), granular layer",0.455479,0.00308213,2134300.0,14442.4,4685850.0,5-HT5a
